iter	Logloss
0	0.687079851
1	0.6812491945
2	0.6757146067
3	0.6709365787
4	0.6659641544
5	0.661087789
6	0.6566729115
7	0.6526306678
8	0.6484667214
9	0.6448456883
10	0.6415538995
11	0.638095422
12	0.6350257637
13	0.6323779748
14	0.6298917561
15	0.6271115356
16	0.6249366054
17	0.6226208197
18	0.6204131364
19	0.6184388622
20	0.6165858632
21	0.6147409178
22	0.6130254923
23	0.6113647812
24	0.6100223125
25	0.6085590456
26	0.6071041499
27	0.605838451
28	0.6043539716
29	0.6032279465
30	0.6021305897
31	0.6011262427
32	0.599981804
33	0.5991642218
34	0.5983171502
35	0.5973778374
36	0.5964560479
37	0.5955065467
38	0.5947478185
39	0.5939266708
40	0.5931282588
41	0.5924985872
42	0.5917730907
43	0.5911227242
44	0.5905124147
45	0.58994466
46	0.5893807858
47	0.5888443712
48	0.5881976781
49	0.5876288184
50	0.5870616484
51	0.5866997433
52	0.5863056148
53	0.5858688611
54	0.5853080908
55	0.5849421392
56	0.5844766634
57	0.5840959761
58	0.5837467484
59	0.5833759604
60	0.5830802884
61	0.5827211638
62	0.5823238407
63	0.5820301164
64	0.5817900067
65	0.5814943924
66	0.581216396
67	0.580959931
68	0.5806447912
69	0.5804505419
70	0.5801962987
71	0.5799791497
72	0.5797281743
73	0.5795255453
74	0.5793100349
75	0.5790712244
76	0.5788719351
77	0.5787013132
78	0.5784874393
79	0.5783176434
80	0.5781877246
81	0.5779907752
82	0.5778192632
83	0.5776729531
84	0.5775160793
85	0.5774010198
86	0.577241253
87	0.5770820204
88	0.5769323107
89	0.5768194636
90	0.5766779474
91	0.5765446841
92	0.576373131
93	0.5762732124
94	0.5761063301
95	0.5759986207
96	0.5758759365
97	0.5757590235
98	0.5756596525
99	0.5755679654
100	0.575466598
101	0.5753432566
102	0.5752334362
103	0.5751054101
104	0.5749865125
105	0.5748797946
106	0.5747395495
107	0.574600529
108	0.5745033454
109	0.5744319041
110	0.5743614542
111	0.5742682601
112	0.5741538542
113	0.574054694
114	0.5739950154
115	0.573882732
116	0.573815315
117	0.5736986628
118	0.5735996922
119	0.5735164717
120	0.5734056445
121	0.5733108667
122	0.5732256719
123	0.5731151537
124	0.5729909679
125	0.5729206176
126	0.5728313482
127	0.5727315165
128	0.5726360892
129	0.5725071823
130	0.5724671031
131	0.5723569063
132	0.5722764634
133	0.5722066255
134	0.5721314847
135	0.5720563024
136	0.571942942
137	0.5718636769
138	0.5717823347
139	0.5716963297
140	0.5716315816
141	0.571553995
142	0.5715037361
143	0.5714624387
144	0.5714231897
145	0.5713377974
146	0.5712525631
147	0.5712031158
148	0.5711269141
149	0.5710352317
