iter	Passed	Remaining
216	2322	8379
217	2340	8394
218	2356	8403
219	2378	8432
220	2389	8424
221	2401	8414
222	2410	8398
223	2418	8377
224	2426	8357
225	2433	8335
226	2441	8315
227	2449	8294
228	2457	8274
229	2465	8252
230	2473	8234
231	2488	8236
232	2505	8248
233	2522	8257
234	2536	8257
235	2554	8269
236	2569	8271
237	2581	8264
238	2590	8249
239	2599	8230
240	2607	8212
241	2615	8192
242	2623	8172
243	2631	8154
244	2639	8134
245	2647	8113
246	2655	8094
247	2663	8075
248	2670	8055
249	2680	8041
250	2694	8040
251	2707	8037
252	2723	8040
253	2733	8027
254	2748	8031
255	2765	8038
256	2781	8042
257	2791	8027
258	2799	8008
259	2807	7990
260	2816	7973
261	2825	7959
262	2833	7941
263	2841	7921
264	2849	7903
265	2857	7884
266	2865	7865
267	2873	7847
268	2881	7831
269	2895	7827
270	2907	7822
271	2923	7825
272	2939	7828
273	2955	7831
274	2969	7829
275	2982	7824
276	2991	7807
277	3000	7792
278	3008	7774
279	3017	7758
280	3025	7740
281	3033	7723
282	3041	7704
283	3048	7686
284	3056	7667
285	3064	7650
286	3071	7631
287	3079	7613
288	3094	7613
289	3107	7607
290	3121	7605
291	3136	7603
292	3150	7601
293	3166	7604
294	3184	7610
295	3193	7594
296	3201	7577
297	3210	7562
298	3218	7544
299	3226	7529
300	3234	7512
301	3242	7495
302	3250	7477
303	3258	7459
304	3266	7442
305	3273	7425
306	3283	7412
307	3296	7407
308	3310	7403
309	3324	7398
310	3338	7397
311	3352	7393
312	3367	7390
313	3382	7389
314	3393	7379
315	3401	7361
316	3410	7347
317	3417	7329
318	3425	7313
319	3433	7296
320	3441	7279
321	3449	7262
322	3456	7244
323	3464	7228
324	3472	7211
325	3479	7193
326	3488	7178
327	3504	7179
328	3515	7169
329	3531	7170
330	3546	7167
331	3558	7159
332	3571	7154
333	3584	7147
334	3596	7139
335	3605	7125
336	3613	7109
337	3623	7096
338	3630	7079
339	3638	7063
340	3646	7046
341	3652	7026
342	3659	7010
343	3667	6993
344	3674	6976
345	3682	6960
346	3693	6949
347	3709	6949
348	3721	6942
349	3738	6942
350	3751	6936
351	3761	6923
352	3776	6922
353	3791	6919
354	3802	6909
355	3813	6899
356	3822	6883
357	3830	6869
358	3838	6853
359	3846	6838
360	3854	6822
361	3862	6806
362	3869	6790
363	3877	6774
364	3884	6758
365	3895	6748
366	3912	6749
367	3928	6747
368	3945	6747
369	3958	6739
370	3973	6736
371	3985	6728
372	3997	6719
373	4005	6704
374	4014	6690
375	4021	6674
376	4029	6658
377	4036	6642
378	4044	6627
379	4052	6611
380	4060	6597
381	4068	6581
382	4076	6566
383	4083	6550
384	4094	6540
385	4109	6536
386	4126	6536
387	4143	6535
388	4159	6533
389	4175	6531
390	4189	6525
391	4197	6510
392	4207	6498
393	4215	6483
394	4224	6469
395	4231	6454
396	4239	6439
397	4247	6424
398	4254	6408
399	4262	6393
400	4269	6378
401	4277	6362
402	4284	6347
403	4293	6333
404	4305	6325
405	4322	6323
406	4340	6323
407	4357	6322
408	4373	6318
409	4386	6311
410	4399	6305
411	4409	6292
412	4418	6280
413	4425	6264
414	4434	6251
415	4442	6236
416	4453	6225
417	4460	6210
418	4468	6195
419	4475	6180
420	4483	6165
421	4491	6151
422	4502	6142
423	4519	6139
424	4532	6132
425	4546	6125
426	4560	6119
427	4573	6112
428	4590	6109
429	4603	6102
430	4611	6088
431	4620	6075
432	4628	6061
433	4636	6046
434	4644	6032
435	4652	6017
436	4659	6003
437	4667	5989
438	4675	5975
439	4684	5962
440	4692	5948
441	4701	5935
442	4713	5926
443	4730	5923
444	4749	5923
445	4764	5918
446	4781	5915
447	4796	5910
448	4816	5910
449	4825	5897
450	4834	5885
451	4843	5872
452	4852	5859
453	4864	5849
454	4872	5836
455	4880	5822
456	4888	5808
457	4896	5794
458	4906	5783
459	4920	5776
460	4935	5770
461	4948	5762
462	4967	5761
463	4983	5757
464	5001	5753
465	5013	5745
466	5024	5734
467	5032	5721
468	5042	5708
469	5051	5696
470	5061	5684
471	5069	5671
472	5078	5658
473	5086	5644
474	5094	5630
475	5102	5616
476	5114	5608
477	5129	5601
478	5144	5595
479	5159	5589
480	5179	5588
481	5196	5584
482	5212	5579
483	5223	5568
484	5232	5556
485	5241	5543
486	5251	5531
487	5259	5518
488	5267	5504
489	5276	5491
490	5284	5477
491	5292	5464
492	5300	5451
493	5311	5440
494	5328	5436
495	5343	5429
496	5356	5421
497	5371	5414
498	5385	5407
499	5403	5403
500	5415	5393
501	5424	5381
502	5433	5368
503	5441	5354
504	5449	5341
505	5456	5327
506	5466	5315
507	5474	5302
508	5482	5288
509	5491	5276
510	5501	5264
511	5509	5251
512	5522	5242
513	5535	5234
514	5556	5233
515	5578	5232
516	5596	5228
517	5608	5219
518	5620	5208
519	5630	5197
520	5638	5183
521	5646	5170
522	5654	5157
523	5663	5144
524	5672	5131
525	5679	5118
526	5687	5105
527	5695	5091
528	5702	5077
529	5710	5064
530	5718	5050
531	5728	5039
532	5744	5032
533	5758	5024
534	5768	5013
535	5782	5005
536	5800	5000
537	5813	4992
538	5827	4984
539	5837	4972
540	5844	4958
541	5853	4946
542	5862	4933
543	5869	4920
544	5878	4907
545	5885	4894
546	5893	4880
547	5901	4867
548	5908	4854
549	5916	4840
550	5924	4827
551	5933	4815
552	5944	4805
553	5957	4796
554	5971	4788
555	5986	4780
556	6001	4773
557	6014	4764
558	6028	4755
559	6040	4746
560	6049	4734
561	6057	4720
562	6066	4708
563	6074	4695
564	6081	4682
565	6089	4669
566	6097	4656
567	6104	4643
568	6112	4629
569	6120	4616
570	6127	4603
571	6136	4591
572	6155	4587
573	6172	4581
574	6190	4575
575	6209	4570
576	6230	4567
577	6244	4559
578	6257	4550
579	6273	4542
580	6284	4532
581	6293	4519
582	6308	4512
583	6320	4502
584	6331	4491
585	6342	4481
586	6357	4473
587	6373	4465
588	6387	4456
589	6399	4446
590	6414	4439
591	6430	4431
592	6444	4423
593	6452	4410
594	6461	4398
595	6469	4385
596	6478	4373
597	6485	4360
598	6493	4347
599	6501	4334
600	6509	4321
601	6516	4308
602	6524	4295
603	6531	4282
604	6545	4273
605	6562	4266
606	6578	4259
607	6592	4250
608	6605	4240
609	6619	4232
610	6632	4222
611	6643	4212
612	6651	4199
613	6660	4186
614	6667	4174
615	6676	4161
616	6686	4150
617	6693	4137
618	6701	4124
619	6709	4112
620	6717	4099
621	6724	4086
622	6731	4073
623	6739	4061
624	6749	4049
625	6761	4039
626	6777	4032
627	6790	4022
628	6805	4013
629	6818	4004
630	6834	3996
631	6846	3986
632	6855	3974
633	6864	3962
634	6873	3950
635	6881	3938
636	6890	3926
637	6897	3913
638	6907	3902
639	6916	3890
640	6924	3878
641	6934	3866
642	6944	3855
643	6957	3845
644	6971	3836
645	6987	3828
646	7003	3821
647	7018	3812
648	7031	3803
649	7046	3794
650	7056	3783
651	7068	3772
652	7079	3761
653	7088	3749
654	7096	3737
655	7107	3727
656	7116	3715
657	7124	3703
658	7135	3692
659	7149	3682
660	7168	3676
661	7182	3667
662	7199	3659
663	7213	3650
664	7227	3640
665	7238	3630
666	7250	3619
667	7260	3608
668	7267	3595
669	7275	3583
670	7282	3570
671	7290	3558
672	7297	3545
673	7305	3533
674	7312	3520
675	7319	3508
676	7326	3495
677	7334	3483
678	7341	3470
679	7349	3458
680	7363	3449
681	7377	3439
682	7392	3431
683	7401	3419
684	7411	3408
685	7420	3396
686	7435	3387
687	7448	3377
688	7463	3368
689	7473	3357
690	7483	3346
691	7493	3335
692	7502	3323
693	7512	3312
694	7520	3300
695	7528	3288
696	7539	3277
697	7547	3265
698	7559	3255
699	7573	3245
700	7589	3237
701	7603	3227
702	7616	3217
703	7629	3207
704	7644	3198
705	7659	3189
706	7669	3178
707	7677	3166
708	7686	3154
709	7695	3143
710	7702	3130
711	7711	3119
712	7719	3107
713	7726	3094
714	7733	3082
715	7741	3070
716	7750	3059
717	7766	3050
718	7778	3040
719	7792	3030
720	7808	3021
721	7823	3012
722	7836	3002
723	7850	2992
724	7858	2980
725	7867	2969
726	7875	2957
727	7884	2946
728	7892	2933
729	7899	2921
730	7907	2909
731	7914	2897
732	7923	2886
733	7932	2874
734	7939	2862
735	7946	2850
736	7959	2840
737	7973	2830
738	7990	2821
739	8002	2811
740	8017	2802
741	8031	2792
742	8046	2783
743	8057	2772
744	8066	2761
745	8074	2749
746	8082	2737
747	8089	2725
748	8097	2713
749	8104	2701
750	8112	2689
751	8119	2677
752	8127	2666
753	8135	2654
754	8143	2642
755	8152	2631
756	8167	2621
757	8182	2612
758	8196	2602
759	8211	2592
760	8226	2583
761	8242	2574
762	8256	2564
763	8266	2553
764	8275	2542
765	8283	2530
766	8291	2518
767	8298	2506
768	8305	2494
769	8313	2483
770	8322	2471
771	8335	2461
772	8342	2449
773	8349	2437
774	8359	2426
775	8374	2417
776	8386	2406
777	8403	2397
778	8416	2387
779	8431	2378
780	8444	2367
781	8459	2358
782	8468	2346
783	8475	2335
784	8484	2323
785	8492	2312
786	8500	2300
787	8507	2288
788	8515	2277
789	8523	2265
790	8531	2254
791	8539	2242
792	8547	2231
793	8554	2219
794	8563	2208
795	8577	2198
796	8592	2188
797	8607	2178
798	8621	2168
799	8636	2159
800	8651	2149
801	8661	2138
802	8672	2127
803	8683	2116
804	8691	2105
805	8701	2094
806	8708	2082
807	8716	2071
808	8723	2059
809	8731	2048
810	8738	2036
811	8746	2025
812	8754	2013
813	8764	2002
814	8776	1992
815	8790	1982
816	8804	1972
817	8818	1962
818	8833	1952
819	8847	1942
820	8862	1932
821	8872	1921
822	8881	1910
823	8890	1898
824	8897	1887
825	8906	1876
826	8914	1864
827	8923	1853
828	8931	1842
829	8940	1831
830	8948	1819
831	8958	1808
832	8967	1797
833	8983	1788
834	8998	1778
835	9014	1768
836	9028	1758
837	9043	1748
838	9051	1736
839	9063	1726
840	9079	1716
841	9090	1705
842	9098	1694
843	9108	1683
844	9116	1672
845	9127	1661
846	9134	1650
847	9142	1638
848	9149	1627
849	9159	1616
850	9166	1604
851	9174	1593
852	9181	1582
853	9191	1571
854	9206	1561
855	9216	1550
856	9230	1540
857	9244	1529
858	9257	1519
859	9271	1509
860	9289	1499
861	9297	1488
862	9306	1477
863	9313	1466
864	9322	1454
865	9331	1443
866	9340	1432
867	9350	1421
868	9359	1410
869	9367	1399
870	9377	1388
871	9386	1377
872	9395	1366
873	9407	1356
874	9422	1346
875	9436	1335
876	9453	1325
877	9468	1315
878	9483	1305
879	9497	1295
880	9505	1283
881	9514	1272
882	9522	1261
883	9530	1250
884	9537	1239
885	9545	1228
886	9553	1217
887	9560	1205
888	9568	1194
889	9575	1183
890	9582	1172
891	9589	1161
892	9597	1150
893	9611	1139
894	9623	1128
895	9633	1118
896	9647	1107
897	9658	1097
898	9675	1086
899	9687	1076
900	9701	1065
901	9711	1055
902	9718	1043
903	9727	1032
904	9734	1021
905	9741	1010
906	9750	999
907	9757	988
908	9764	977
909	9771	966
910	9779	955
911	9786	944
912	9793	933
913	9804	922
914	9816	911
915	9837	902
916	9850	891
917	9863	881
918	9876	870
919	9892	860
920	9906	849
921	9913	838
922	9922	827
923	9929	816
924	9938	805
925	9945	794
926	9952	783
927	9960	772
928	9967	761
929	9974	750
930	9981	739
931	9989	728
932	9996	717
933	10008	707
934	10021	696
935	10033	686
936	10046	675
937	10059	664
938	10073	654
939	10088	643
940	10100	633
941	10109	622
942	10119	611
943	10126	600
944	10135	589
945	10142	578
946	10149	568
947	10157	557
948	10164	546
949	10171	535
950	10179	524
951	10186	513
952	10193	502
953	10204	492
954	10219	481
955	10235	471
956	10251	460
957	10264	450
958	10277	439
959	10298	429
960	10308	418
961	10316	407
962	10324	396
963	10334	385
964	10342	375
965	10349	364
966	10357	353
967	10364	342
968	10372	331
969	10379	321
970	10387	310
971	10394	299
972	10402	288
973	10411	277
974	10424	267
975	10437	256
976	10454	246
977	10469	235
978	10484	224
979	10497	214
980	10511	203
981	10520	192
982	10529	182
983	10537	171
984	10545	160
985	10552	149
986	10560	139
987	10568	128
988	10575	117
989	10583	106
990	10591	96
991	10598	85
992	10607	74
993	10615	64
994	10624	53
995	10639	42
996	10651	32
997	10664	21
998	10680	10
999	10692	0
