iter	Logloss
447	0.5106738833
448	0.5105749874
449	0.5104204962
450	0.5102682021
451	0.5101940974
452	0.5100353217
453	0.5099421314
454	0.5097676567
455	0.5096542591
456	0.5094823851
457	0.5094239202
458	0.5093056773
459	0.509164216
460	0.5090258387
461	0.5088974806
462	0.5088111177
463	0.5087185104
464	0.5086613624
465	0.508586388
466	0.5084743312
467	0.5083286535
468	0.5081859889
469	0.5080680749
470	0.507887156
471	0.5077322789
472	0.5076152822
473	0.5074657979
474	0.5073079231
475	0.5072421833
476	0.5071559912
477	0.5070864786
478	0.5068511391
479	0.5067114728
480	0.5066381893
481	0.5065069715
482	0.5064140506
483	0.5063168315
484	0.5062316676
485	0.5061806625
486	0.5060929618
487	0.5060031408
488	0.5058988051
489	0.5057284542
490	0.5056201268
491	0.5054552692
492	0.5053014574
493	0.5050957879
494	0.5049559474
495	0.5049062904
496	0.5047931646
497	0.5046550413
498	0.504518396
499	0.5043815166
500	0.504303469
501	0.5042505902
502	0.5042212868
503	0.5040192339
504	0.5039495343
505	0.5038287792
506	0.5037088705
507	0.5035282985
508	0.5034368186
509	0.5033226992
510	0.5031002808
511	0.5029949296
512	0.5028954649
513	0.5028367753
514	0.5026738919
515	0.5025645965
516	0.5024792094
517	0.5023243229
518	0.5021457144
519	0.5019641266
520	0.5018985522
521	0.5017716886
522	0.5016876834
523	0.5015676622
524	0.5014497698
525	0.5014132327
526	0.5013207377
527	0.5012500955
528	0.5011406461
529	0.5010093945
530	0.5009575432
531	0.500818587
532	0.5006933873
533	0.50051154
534	0.5004366729
535	0.5002787741
536	0.500143444
537	0.4999543591
538	0.4998408678
539	0.4997380281
540	0.4995896652
541	0.4995685875
542	0.4994159475
543	0.4991834923
544	0.4991344009
545	0.4989998441
546	0.4988373736
547	0.4987057112
548	0.4985487114
549	0.498424839
550	0.4982615359
551	0.4981983576
552	0.4980435806
553	0.4979465169
554	0.4978285197
555	0.4977214075
556	0.4975838268
557	0.4974822298
558	0.4973692745
559	0.4972301204
560	0.4971590283
561	0.4970913872
562	0.4969450968
563	0.4968289252
564	0.4966783006
565	0.4965362492
566	0.4964474726
567	0.4963603851
568	0.4963014246
569	0.4962502936
570	0.4960772705
571	0.4959076107
572	0.4957908075
573	0.4955995644
574	0.4955142856
575	0.4953620657
576	0.4952381999
577	0.4951479245
578	0.4949935365
579	0.4948854614
580	0.4948557328
581	0.4946880283
582	0.4945695016
583	0.4944713666
584	0.4943537366
585	0.4942373687
586	0.4940958793
587	0.4940247214
588	0.4939260605
589	0.4938092677
590	0.4937911108
591	0.4936496225
592	0.4935417317
593	0.4934340504
594	0.4932886693
595	0.4932416006
596	0.4931440536
597	0.4930198357
598	0.4928843375
599	0.492642114
600	0.4925583535
601	0.4924431325
602	0.4923224408
603	0.4922123665
604	0.4921081428
605	0.4919727973
606	0.4919301311
607	0.491819019
608	0.4917010746
609	0.4916103982
610	0.4914420887
611	0.4913314127
612	0.4912675513
613	0.4911539973
614	0.4910965141
615	0.4909998892
616	0.4909149887
617	0.4907857289
618	0.4906448246
619	0.4903779847
620	0.4902378896
621	0.4901503251
622	0.4900767534
623	0.4899428966
624	0.4897321922
625	0.4896415526
626	0.4895521674
627	0.4894346232
628	0.4893170132
629	0.4892203722
630	0.4891195173
631	0.4890567668
632	0.4889777873
633	0.4888574568
634	0.488754612
635	0.4886261347
636	0.4885177151
637	0.4884281068
638	0.4882625443
639	0.4881455012
640	0.4880580107
641	0.4880211319
642	0.4879406598
643	0.4878147963
644	0.4877807343
645	0.4876510773
646	0.4875550851
647	0.4873949992
648	0.4872599198
649	0.4871238764
650	0.4869975523
651	0.4868900721
652	0.4867779992
653	0.4866923876
654	0.4866209077
655	0.4864438557
656	0.4862974251
657	0.4862064349
658	0.4861221554
659	0.4860222758
660	0.4859323937
661	0.4858629502
662	0.4857656374
663	0.485681194
664	0.4855437045
665	0.4854826862
666	0.4853383397
667	0.4852456079
668	0.4851905611
669	0.4850789003
670	0.4849994464
671	0.4848894915
672	0.484779778
673	0.4846716997
674	0.4845324567
675	0.4844415266
676	0.4843977607
677	0.4843042599
678	0.4841994517
679	0.4840760159
680	0.483986839
681	0.4838679691
682	0.4837282507
683	0.4835794421
684	0.483522076
685	0.4834263751
686	0.4833245421
687	0.4832560131
688	0.4831384799
689	0.483060268
690	0.4829896331
691	0.4828783351
692	0.4828034475
693	0.4826685349
694	0.4825277198
695	0.4824383169
696	0.4822556194
697	0.4821228287
698	0.4819325422
699	0.4818184986
700	0.4816404861
701	0.4815580938
702	0.4814548565
703	0.4813444845
704	0.4812418279
705	0.4811047458
706	0.4809442001
707	0.4808587595
708	0.4807714553
709	0.4807301614
710	0.4806432079
711	0.4805804872
712	0.4804895913
713	0.4804291859
714	0.4803527295
715	0.4802017827
716	0.4800740031
717	0.4799315909
718	0.4798109202
719	0.4796832468
720	0.4795485602
721	0.4794619924
722	0.4793360228
723	0.4791818013
724	0.4790315684
725	0.4789167947
726	0.4788406149
727	0.4786536766
728	0.4785705932
729	0.4785156465
730	0.4783833911
731	0.4781841653
732	0.478094667
733	0.478037569
734	0.4779058937
735	0.4778409848
736	0.4777106112
737	0.477653876
738	0.4775456273
739	0.4774064306
740	0.4772595328
741	0.4771328248
742	0.4770447337
743	0.4769223189
744	0.4768721261
745	0.4767908479
746	0.4766969069
747	0.4765862721
748	0.4764675138
749	0.476319932
750	0.4762137576
751	0.476055287
752	0.4759433368
753	0.4759319202
754	0.4758759665
755	0.4757837076
756	0.475661889
757	0.4756231882
758	0.4754988736
759	0.4753730737
760	0.4752367794
761	0.4751761866
762	0.4750312421
763	0.4748797689
764	0.4747567157
765	0.4746758783
766	0.4745963848
767	0.4745043937
768	0.4744131578
769	0.4743352342
770	0.4742604838
771	0.4741449971
772	0.47401818
773	0.4739598008
774	0.4738595582
775	0.4737762671
776	0.4736310979
777	0.4735230692
778	0.4733896862
779	0.4732647828
780	0.4731567173
781	0.4730777299
782	0.4729634364
783	0.4728491075
784	0.4728236565
785	0.472749644
786	0.4726440768
787	0.4725006677
788	0.472410459
789	0.4722700985
790	0.472198368
791	0.4720581878
792	0.4719613754
793	0.4718498317
794	0.4717133848
795	0.4716282665
796	0.4715786423
797	0.4715233279
798	0.4714639087
799	0.4713348072
800	0.4712353523
801	0.4711416423
802	0.4710272145
803	0.4709426195
804	0.4708295843
805	0.4706196416
806	0.4705747191
807	0.4705432731
808	0.4704022012
809	0.470288824
810	0.4701918335
811	0.4700578072
812	0.4699806859
813	0.4699127456
814	0.469802048
815	0.4697464413
816	0.4696491148
817	0.4695692966
818	0.4694723005
819	0.4693544893
820	0.4692489053
821	0.4691794893
822	0.4690857956
823	0.4689650581
824	0.4688496053
825	0.468719449
826	0.4686532664
827	0.4685612617
828	0.4685264971
829	0.4684030681
830	0.4683503822
831	0.4682949615
832	0.4681892627
833	0.4681013999
834	0.4680099091
835	0.4679452689
836	0.4678355515
837	0.4677327095
838	0.4676274864
839	0.4675942136
840	0.467523577
841	0.4674530343
842	0.4673722391
843	0.4672742415
844	0.4671741103
845	0.467051795
846	0.4669472783
847	0.4668178083
848	0.4667114379
849	0.4665855298
850	0.4665223962
851	0.4664152049
852	0.4663142502
853	0.4661988389
854	0.4661043008
855	0.4659266507
856	0.4657916784
857	0.465718688
858	0.4656643841
859	0.4656167169
860	0.4655073977
861	0.4653559764
862	0.4652866987
863	0.4652116433
864	0.4651335595
865	0.4650664217
866	0.4650340894
867	0.464904705
868	0.4648333007
869	0.464721866
870	0.4646300185
871	0.464465163
872	0.4643715442
873	0.4642989208
874	0.4642448138
875	0.4641671588
876	0.4640784299
877	0.4639669251
878	0.463854472
879	0.4638115373
880	0.4637213952
881	0.4636188417
882	0.463523965
883	0.4634094575
884	0.4633256195
885	0.4632109845
886	0.4631101519
887	0.4629889942
888	0.4628808528
889	0.4627735473
890	0.462620626
891	0.4624785217
892	0.46236154
893	0.4622838429
894	0.4621668291
895	0.4620556703
896	0.4619294825
897	0.4618459086
898	0.4617489586
899	0.4616251914
900	0.461517342
901	0.4614190488
902	0.4612847937
903	0.4611562435
904	0.4611407765
905	0.4610574579
906	0.4609683149
907	0.4608748609
908	0.4607955653
909	0.4607030495
910	0.4606591088
911	0.4606082204
912	0.4605317269
913	0.4604701374
914	0.460400106
915	0.460296931
916	0.4602568507
917	0.4601327949
918	0.4601075434
919	0.4599942756
920	0.4598653517
921	0.4597171809
922	0.459650834
923	0.4595668023
924	0.4594782528
925	0.4593674492
926	0.4592886977
927	0.4592115754
928	0.4590906107
929	0.4590693843
930	0.4589311723
931	0.4588234334
932	0.4587600448
933	0.4586726999
934	0.4586282396
935	0.4584738232
936	0.4584047023
937	0.4583062532
938	0.458250242
939	0.4581933698
940	0.4580797427
941	0.457986076
942	0.4579479956
943	0.4578627386
944	0.4577706798
945	0.4576143495
946	0.4575147323
947	0.4574194429
948	0.457319754
949	0.4572431596
950	0.4571286061
951	0.4570775118
952	0.456951418
953	0.4568069816
954	0.4567039069
955	0.4565962353
956	0.4565335334
957	0.4563963293
958	0.4563463356
959	0.4563214534
960	0.4561753225
961	0.4560986213
962	0.4560591413
963	0.4560188559
964	0.4559503501
965	0.4558845902
966	0.455841145
967	0.4557488886
968	0.4556618963
969	0.4556134231
970	0.4555263064
971	0.455400185
972	0.4552887241
973	0.4552412352
974	0.4551356876
975	0.4550703448
976	0.4549984244
977	0.4548947064
978	0.4547522562
979	0.4546721625
980	0.4545380647
981	0.4544588785
982	0.454367873
983	0.4542769243
984	0.4542521214
985	0.4541692589
986	0.4540870414
987	0.4540076601
988	0.453925237
989	0.4538177935
990	0.453698851
991	0.4535537369
992	0.4534751742
993	0.453449734
994	0.4533439393
995	0.4532512977
996	0.4531840945
997	0.4530933081
998	0.4529352897
999	0.4528239844
