iter	Passed	Remaining
380	3966	6443
381	3976	6433
382	3986	6422
383	3993	6406
384	4000	6390
385	4006	6373
386	4013	6357
387	4020	6341
388	4027	6325
389	4036	6313
390	4048	6305
391	4061	6300
392	4072	6289
393	4084	6281
394	4098	6277
395	4110	6268
396	4122	6261
397	4133	6252
398	4143	6240
399	4150	6225
400	4158	6211
401	4165	6196
402	4172	6181
403	4179	6165
404	4186	6150
405	4193	6134
406	4199	6119
407	4207	6105
408	4214	6090
409	4221	6075
410	4228	6059
411	4235	6044
412	4242	6029
413	4250	6016
414	4261	6007
415	4277	6004
416	4293	6003
417	4312	6003
418	4328	6001
419	4344	5999
420	4356	5991
421	4363	5976
422	4371	5963
423	4378	5948
424	4386	5935
425	4393	5919
426	4400	5905
427	4407	5890
428	4414	5875
429	4421	5861
430	4428	5846
431	4437	5833
432	4445	5821
433	4457	5812
434	4470	5806
435	4484	5800
436	4493	5789
437	4507	5783
438	4522	5779
439	4536	5774
440	4550	5768
441	4560	5757
442	4569	5745
443	4576	5730
444	4584	5717
445	4591	5703
446	4599	5690
447	4606	5675
448	4613	5661
449	4620	5647
450	4627	5632
451	4634	5618
452	4640	5603
453	4647	5589
454	4654	5575
455	4664	5564
456	4676	5556
457	4690	5551
458	4705	5546
459	4722	5543
460	4737	5538
461	4751	5533
462	4765	5527
463	4773	5513
464	4781	5501
465	4788	5487
466	4796	5474
467	4803	5460
468	4810	5446
469	4817	5432
470	4824	5418
471	4830	5404
472	4838	5390
473	4845	5376
474	4852	5363
475	4858	5348
476	4865	5334
477	4876	5325
478	4895	5324
479	4912	5321
480	4927	5316
481	4937	5305
482	4947	5295
483	4958	5286
484	4970	5277
485	4979	5266
486	4986	5252
487	4994	5239
488	5001	5226
489	5008	5213
490	5015	5199
491	5022	5185
492	5028	5171
493	5035	5157
494	5042	5144
495	5049	5130
496	5055	5116
497	5062	5103
498	5069	5089
499	5076	5076
500	5087	5066
501	5103	5062
502	5115	5054
503	5129	5047
504	5140	5039
505	5156	5034
506	5168	5025
507	5180	5017
508	5189	5005
509	5196	4992
510	5204	4980
511	5210	4966
512	5217	4953
513	5224	4939
514	5231	4926
515	5237	4913
516	5244	4899
517	5251	4886
518	5257	4872
519	5266	4861
520	5277	4852
521	5288	4842
522	5302	4836
523	5313	4826
524	5322	4815
525	5334	4807
526	5347	4799
527	5357	4789
528	5372	4783
529	5387	4777
530	5400	4769
531	5409	4758
532	5418	4747
533	5425	4734
534	5435	4724
535	5445	4714
536	5456	4704
537	5463	4691
538	5470	4678
539	5476	4665
540	5490	4658
541	5503	4650
542	5518	4644
543	5533	4638
544	5547	4631
545	5563	4626
546	5575	4617
547	5584	4606
548	5591	4593
549	5599	4581
550	5606	4568
551	5614	4556
552	5620	4543
553	5628	4531
554	5635	4518
555	5642	4505
556	5648	4492
557	5655	4480
558	5663	4467
559	5671	4456
560	5680	4444
561	5690	4434
562	5705	4428
563	5716	4419
564	5730	4411
565	5743	4403
566	5754	4394
567	5767	4386
568	5780	4378
569	5787	4366
570	5795	4354
571	5802	4341
572	5810	4329
573	5816	4317
574	5823	4304
575	5829	4291
576	5836	4278
577	5843	4266
578	5849	4253
579	5855	4240
580	5862	4227
581	5868	4214
582	5875	4202
583	5885	4192
584	5896	4182
585	5911	4176
586	5925	4169
587	5943	4164
588	5959	4158
589	5975	4152
590	5986	4143
591	5994	4131
592	6003	4120
593	6011	4108
594	6020	4097
595	6028	4086
596	6037	4075
597	6046	4064
598	6053	4052
599	6060	4040
600	6067	4027
601	6073	4015
602	6083	4005
603	6097	3997
604	6109	3988
605	6122	3980
606	6138	3974
607	6153	3967
608	6162	3956
609	6178	3949
610	6187	3939
611	6194	3926
612	6202	3915
613	6208	3903
614	6216	3891
615	6223	3879
616	6230	3867
617	6237	3855
618	6247	3845
619	6254	3833
620	6261	3821
621	6267	3808
622	6274	3796
623	6285	3787
624	6298	3779
625	6312	3771
626	6325	3762
627	6339	3755
628	6353	3747
629	6367	3739
630	6380	3731
631	6387	3719
632	6396	3708
633	6402	3696
634	6410	3684
635	6417	3672
636	6423	3660
637	6430	3648
638	6437	3636
639	6443	3624
640	6450	3612
641	6457	3600
642	6463	3588
643	6470	3576
644	6476	3564
645	6483	3552
646	6491	3541
647	6505	3534
648	6515	3523
649	6524	3513
650	6532	3501
651	6542	3492
652	6555	3483
653	6568	3474
654	6583	3467
655	6596	3459
656	6603	3447
657	6611	3436
658	6618	3424
659	6625	3413
660	6632	3401
661	6639	3389
662	6645	3377
663	6652	3366
664	6659	3354
665	6666	3343
666	6672	3331
667	6679	3319
668	6687	3308
669	6698	3299
670	6710	3290
671	6724	3282
672	6737	3273
673	6749	3264
674	6762	3256
675	6776	3247
676	6789	3239
677	6797	3228
678	6805	3217
679	6812	3205
680	6819	3194
681	6826	3183
682	6833	3171
683	6839	3159
684	6846	3148
685	6852	3136
686	6859	3125
687	6865	3113
688	6872	3102
689	6878	3090
690	6885	3079
691	6897	3069
692	6912	3062
693	6925	3053
694	6937	3044
695	6953	3036
696	6964	3027
697	6976	3018
698	6989	3009
699	6998	2999
700	7005	2988
701	7012	2976
702	7019	2965
703	7026	2954
704	7034	2943
705	7040	2931
706	7047	2920
707	7054	2909
708	7061	2898
709	7068	2886
710	7074	2875
711	7081	2864
712	7090	2853
713	7104	2845
714	7118	2837
715	7131	2828
716	7144	2819
717	7157	2811
718	7169	2802
719	7183	2793
720	7195	2784
721	7202	2773
722	7210	2762
723	7218	2751
724	7226	2741
725	7234	2730
726	7241	2719
727	7248	2708
728	7255	2697
729	7262	2686
730	7269	2675
731	7277	2664
732	7284	2653
733	7300	2645
734	7314	2637
735	7328	2628
736	7347	2621
737	7368	2615
738	7383	2607
739	7397	2599
740	7411	2590
741	7420	2580
742	7431	2570
743	7440	2560
744	7448	2549
745	7458	2539
746	7465	2528
747	7473	2517
748	7482	2507
749	7496	2498
750	7510	2490
751	7525	2481
752	7539	2473
753	7549	2463
754	7563	2454
755	7576	2445
756	7589	2436
757	7597	2425
758	7606	2415
759	7613	2404
760	7621	2393
761	7628	2382
762	7636	2371
763	7643	2361
764	7650	2350
765	7657	2339
766	7664	2328
767	7671	2317
768	7678	2306
769	7688	2296
770	7702	2287
771	7715	2278
772	7728	2269
773	7739	2259
774	7750	2250
775	7762	2240
776	7774	2231
777	7789	2222
778	7796	2211
779	7805	2201
780	7812	2190
781	7820	2180
782	7827	2169
783	7834	2158
784	7842	2147
785	7848	2137
786	7856	2126
787	7863	2115
788	7870	2104
789	7877	2094
790	7884	2083
791	7895	2073
792	7910	2064
793	7924	2056
794	7937	2046
795	7951	2037
796	7965	2028
797	7981	2020
798	7991	2010
799	8001	2000
800	8008	1989
801	8017	1979
802	8024	1968
803	8032	1958
804	8039	1947
805	8046	1936
806	8054	1926
807	8061	1915
808	8068	1904
809	8075	1894
810	8082	1883
811	8089	1873
812	8099	1862
813	8112	1853
814	8127	1845
815	8143	1836
816	8157	1827
817	8170	1817
818	8183	1808
819	8197	1799
820	8208	1789
821	8215	1778
822	8222	1768
823	8229	1757
824	8236	1747
825	8243	1736
826	8250	1726
827	8258	1715
828	8265	1704
829	8273	1694
830	8280	1683
831	8287	1673
832	8294	1662
833	8301	1652
834	8311	1642
835	8327	1633
836	8342	1624
837	8357	1615
838	8372	1606
839	8386	1597
840	8400	1588
841	8411	1578
842	8420	1568
843	8427	1557
844	8435	1547
845	8442	1536
846	8449	1526
847	8456	1515
848	8463	1505
849	8470	1494
850	8477	1484
851	8484	1473
852	8492	1463
853	8499	1453
854	8511	1443
855	8528	1434
856	8543	1425
857	8556	1416
858	8571	1406
859	8587	1397
860	8604	1389
861	8612	1378
862	8621	1368
863	8631	1358
864	8641	1348
865	8649	1338
866	8656	1327
867	8663	1317
868	8670	1307
869	8678	1296
870	8685	1286
871	8693	1276
872	8700	1265
873	8714	1256
874	8728	1246
875	8739	1237
876	8752	1227
877	8767	1218
878	8780	1208
879	8789	1198
880	8805	1189
881	8814	1179
882	8821	1168
883	8829	1158
884	8836	1148
885	8843	1137
886	8851	1127
887	8858	1117
888	8865	1106
889	8872	1096
890	8881	1086
891	8888	1076
892	8896	1065
893	8905	1055
894	8919	1046
895	8932	1036
896	8948	1027
897	8961	1017
898	8975	1008
899	8985	998
900	8999	988
901	9011	979
902	9018	968
903	9027	958
904	9034	948
905	9042	938
906	9049	927
907	9056	917
908	9063	907
909	9070	897
910	9078	886
911	9085	876
912	9092	866
913	9099	856
914	9106	845
915	9117	836
916	9129	826
917	9143	816
918	9160	807
919	9176	797
920	9191	788
921	9206	778
922	9215	768
923	9224	758
924	9231	748
925	9239	738
926	9246	728
927	9253	717
928	9260	707
929	9267	697
930	9274	687
931	9281	677
932	9288	667
933	9295	656
934	9303	646
935	9310	636
936	9320	626
937	9336	617
938	9353	607
939	9367	597
940	9379	588
941	9394	578
942	9410	568
943	9420	558
944	9429	548
945	9439	538
946	9448	528
947	9456	518
948	9465	508
949	9473	498
950	9481	488
951	9491	478
952	9501	468
953	9509	458
954	9523	448
955	9540	439
956	9551	429
957	9564	419
958	9580	409
959	9594	399
960	9608	389
961	9617	379
962	9624	369
963	9633	359
964	9640	349
965	9648	339
966	9655	329
967	9662	319
968	9670	309
969	9677	299
970	9684	289
971	9691	279
972	9699	269
973	9706	259
974	9714	249
975	9727	239
976	9739	229
977	9751	219
978	9765	209
979	9780	199
980	9797	189
981	9811	179
982	9819	169
983	9828	159
984	9835	149
985	9843	139
986	9850	129
987	9858	119
988	9865	109
989	9874	99
990	9881	89
991	9888	79
992	9895	69
993	9902	59
994	9909	49
995	9920	39
996	9930	29
997	9945	19
998	9957	9
999	9975	0
